orderid,saleamount,profitrate,profit,shippingdate,country,district,city,subclass,customer,discount,num,province,class,type,orderdate
CN-2018-1455994,393,0%,0,2019/1/2,中国,华北,唐山,纸张,洪强,0.00 ,5,河北,办公用品,公司,2018/12/30
CN-2018-3807036,400,39%,155,2018/6/24,中国,华北,石家庄,用品,孙谙,0.00 ,6,河北,办公用品,公司,2018/6/22
CN-2018-2286344,746,36%,268,2018/7/22,中国,华北,石家庄,美术,梁安,0.00 ,6,河北,办公用品,公司,2018/7/20
CN-2015-1996678,546,25%,136,2015/9/10,中国,华北,天津,纸张,谢斯云,0.00 ,7,天津,办公用品,公司,2015/9/9
CN-2017-5834341,208,-29%,-59,2017/1/28,中国,华北,乌海,用品,楚伟,0.40 ,3,内蒙古,办公用品,公司,2017/1/25
CN-2016-3132230,144,1%,1,2016/9/20,中国,西北,石嘴山,标签,巩嫒,0.00 ,3,宁夏,办公用品,公司,2016/9/17
CN-2015-1031662,151,42%,63,2015/12/24,中国,西北,咸阳,标签,韦达侠,0.00 ,3,陕西,办公用品,公司,2015/12/21
CN-2015-1031662,1252,13%,162,2015/12/24,中国,西北,咸阳,美术,韦达侠,0.00 ,5,陕西,办公用品,公司,2015/12/21
CN-2017-5821791,487,4%,19,2017/2/10,中国,西北,咸阳,系固件,潘雯,0.00 ,7,陕西,办公用品,公司,2017/2/9
CN-2015-1587245,461,39%,180,2015/10/23,中国,西南,贵阳,器具,邹实,0.00 ,1,贵州,办公用品,公司,2015/10/20
CN-2015-2267443,55,29%,16,2015/1/29,中国,西南,重庆,标签,韦华,0.00 ,1,重庆,办公用品,公司,2015/1/27
CN-2018-3781306,68,13%,9,2018/8/8,中国,西南,曲靖,系固件,许凤,0.00 ,1,云南,办公用品,公司,2018/8/6
US-2018-4339927,124,27%,33,2018/12/17,中国,西南,龙泉,纸张,秦淑芳,0.00 ,1,云南,办公用品,公司,2018/12/15
CN-2018-3766882,141,36%,51,2018/2/16,中国,西南,遵义,装订机,付松,0.00 ,1,贵州,办公用品,公司,2018/2/13
US-2018-4339927,61,41%,25,2018/12/17,中国,西南,龙泉,标签,秦淑芳,0.00 ,2,云南,办公用品,公司,2018/12/15
CN-2018-2977061,108,2%,2,2018/4/9,中国,西南,西昌,标签,洪强,0.00 ,2,四川,办公用品,公司,2018/4/7
CN-2018-4985754,101,42%,42,2018/8/27,中国,西南,海口,标签,谢斯云,0.00 ,2,海南,办公用品,公司,2018/8/25
CN-2018-3766882,154,21%,32,2018/2/16,中国,西南,遵义,用品,付松,0.00 ,2,贵州,办公用品,公司,2018/2/13
CN-2018-5386927,95,2%,2,2018/4/3,中国,西南,重庆,系固件,秦刚,0.00 ,2,重庆,办公用品,公司,2018/4/1
CN-2015-2571041,50,13%,6,2015/12/17,中国,西南,贵阳,装订机,孙谙,0.00 ,2,贵州,办公用品,公司,2015/12/14
US-2018-4339927,378,40%,151,2018/12/17,中国,西南,龙泉,信封,秦淑芳,0.00 ,3,云南,办公用品,公司,2018/12/15
CN-2018-3766882,672,8%,53,2018/2/16,中国,西南,遵义,收纳具,付松,0.00 ,3,贵州,办公用品,公司,2018/2/13
CN-2018-2213009,234,30%,70,2018/6/24,中国,西南,昆明,系固件,巩嫒,0.00 ,3,云南,办公用品,公司,2018/6/22
CN-2018-4985754,271,9%,24,2018/8/27,中国,西南,海口,系固件,谢斯云,0.00 ,3,海南,办公用品,公司,2018/8/25
CN-2018-1787632,212,41%,86,2018/12/21,中国,西南,重庆,系固件,巩嫒,0.00 ,4,重庆,办公用品,公司,2018/12/19
US-2018-4339927,4631,8%,370,2018/12/17,中国,西南,龙泉,收纳具,秦淑芳,0.00 ,5,云南,办公用品,公司,2018/12/15
CN-2015-2267443,1258,8%,100,2015/1/29,中国,西南,重庆,美术,韦华,0.00 ,5,重庆,办公用品,公司,2015/1/27
CN-2015-2267443,4383,17%,745,2015/1/29,中国,西南,重庆,收纳具,韦华,0.00 ,7,重庆,办公用品,公司,2015/1/27
CN-2015-2640851,944,42%,396,2015/2/14,中国,西南,拉萨,信封,邱谦,0.00 ,8,西藏,办公用品,公司,2015/2/12
CN-2016-2957814,1146,48%,550,2016/3/14,中国,西南,内江,收纳具,陶丽雪,0.00 ,8,四川,办公用品,公司,2016/3/12
CN-2016-2098822,995,27%,268,2016/2/25,中国,西南,昭通,纸张,韦诚,0.00 ,8,云南,办公用品,公司,2016/2/22
CN-2016-2396895,550,0%,0,2016/4/12,中国,西南,绵阳,器具,孔关茵,0.40 ,2,四川,办公用品,公司,2016/4/10
CN-2016-4961841,161,-52%,-83,2016/9/14,中国,西南,成都,装订机,顾君,0.40 ,2,四川,办公用品,公司,2016/9/12
CN-2018-2977061,376,-22%,-82,2018/4/9,中国,西南,西昌,用品,洪强,0.40 ,3,四川,办公用品,公司,2018/4/7
CN-2016-4870971,135,1%,2,2016/11/2,中国,西南,成都,系固件,余毅,0.40 ,3,四川,办公用品,公司,2016/10/31
CN-2018-2353754,374,15%,56,2018/11/19,中国,西南,乐山,用品,常康,0.40 ,5,四川,办公用品,公司,2018/11/16
CN-2016-2957814,195,-42%,-82,2016/3/14,中国,西南,内江,用品,陶丽雪,0.40 ,6,四川,办公用品,公司,2016/3/12
CN-2018-4092734,42,8%,3,2018/11/1,中国,东北,白山,信封,毛丽美,0.00 ,1,吉林,办公用品,公司,2018/10/30
US-2018-4736051,98,9%,9,2018/8/14,中国,东北,哈尔滨,信封,赖虎,0.00 ,1,黑龙江,办公用品,公司,2018/8/10
CN-2016-5698942,50,48%,24,2016/12/13,中国,东北,吉林市,系固件,孟斯云,0.00 ,1,吉林,办公用品,公司,2016/12/10
CN-2017-1637441,49,30%,15,2017/10/25,中国,东北,七台河,装订机,胡宣,0.00 ,1,黑龙江,办公用品,公司,2017/10/23
CN-2018-3241949,374,22%,82,2018/7/27,中国,东北,阿城,信封,牛黎明,0.00 ,2,黑龙江,办公用品,公司,2018/7/23
CN-2015-2575295,443,28%,124,2015/1/23,中国,东北,珲春,收纳具,马雯,0.00 ,2,吉林,办公用品,公司,2015/1/21
CN-2015-1376899,122,17%,21,2015/8/22,中国,东北,吉林市,标签,袁保,0.00 ,2,吉林,办公用品,公司,2015/8/20
CN-2016-5869022,124,50%,62,2016/3/10,中国,东北,沈阳,标签,秦淑芳,0.00 ,2,辽宁,办公用品,公司,2016/3/6
CN-2015-5940390,91,8%,7,2015/5/25,中国,东北,营口,标签,陶磊,0.00 ,2,辽宁,办公用品,公司,2015/5/20
US-2018-4736051,102,38%,38,2018/10/9,中国,东北,鸡西,标签,贾嫒,0.00 ,2,黑龙江,办公用品,公司,2018/10/7
US-2018-4736051,135,6%,8,2018/8/14,中国,东北,哈尔滨,用品,赖虎,0.00 ,2,黑龙江,办公用品,公司,2018/8/10
CN-2018-1021233,73,19%,14,2018/12/11,中国,东北,牡丹江,装订机,薛健,0.00 ,2,黑龙江,办公用品,公司,2018/12/8
CN-2015-5613673,288,18%,52,2015/12/23,中国,东北,肇源,装订机,徐黎明,0.00 ,2,黑龙江,办公用品,公司,2015/12/19
CN-2015-5613673,83,7%,6,2015/12/23,中国,东北,肇源,装订机,徐黎明,0.00 ,2,黑龙江,办公用品,公司,2015/12/19
CN-2018-2969769,333,50%,166,2018/12/15,中国,东北,朝阳,信封,任临耀,0.00 ,3,辽宁,办公用品,公司,2018/12/10
CN-2018-4195213,150,26%,39,2018/8/19,中国,东北,沈阳,信封,葛蔓楚,0.00 ,3,辽宁,办公用品,公司,2018/8/17
CN-2015-2960006,1163,48%,558,2015/10/29,中国,东北,公主岭,器具,韦达侠,0.00 ,3,吉林,办公用品,公司,2015/10/27
US-2018-5199872,100,3%,3,2018/2/2,中国,东北,营口,标签,葛欢,0.00 ,3,辽宁,办公用品,公司,2018/1/30
CN-2017-5601190,153,42%,64,2017/2/27,中国,东北,铁岭,标签,冯莲,0.00 ,3,辽宁,办公用品,公司,2017/2/25
CN-2018-5037027,621,31%,192,2018/3/12,中国,东北,哈尔滨,用品,徐蔓楚,0.00 ,3,黑龙江,办公用品,公司,2018/3/8
CN-2018-2609031,287,9%,26,2018/10/25,中国,东北,桦甸,纸张,彭欢,0.00 ,3,吉林,办公用品,公司,2018/10/22
CN-2016-4433229,98,2%,2,2016/9/13,中国,东北,南岔,装订机,贾嫒,0.00 ,3,黑龙江,办公用品,公司,2016/9/10
US-2015-5434393,187,36%,67,2015/10/9,中国,东北,大庆,装订机,韦诚,0.00 ,3,黑龙江,办公用品,公司,2015/10/5
CN-2018-3241949,192,49%,94,2018/7/27,中国,东北,阿城,装订机,牛黎明,0.00 ,3,黑龙江,办公用品,公司,2018/7/23
CN-2015-1610589,10037,11%,1104,2015/8/20,中国,东北,大庆,器具,谢斯云,0.00 ,4,黑龙江,办公用品,公司,2015/8/17
CN-2015-1376899,1003,40%,401,2015/8/22,中国,东北,吉林市,收纳具,袁保,0.00 ,4,吉林,办公用品,公司,2015/8/20
CN-2018-5380288,3871,39%,1509,2018/11/19,中国,东北,沈阳,收纳具,彭婉,0.00 ,4,辽宁,办公用品,公司,2018/11/14
CN-2017-5960733,197,30%,59,2017/8/24,中国,东北,九台,标签,刘明,0.00 ,4,吉林,办公用品,公司,2017/8/20
US-2015-5434393,172,18%,31,2015/10/9,中国,东北,大庆,标签,韦诚,0.00 ,4,黑龙江,办公用品,公司,2015/10/5
CN-2017-5960733,233,45%,105,2017/8/24,中国,东北,九台,装订机,刘明,0.00 ,4,吉林,办公用品,公司,2017/8/20
CN-2017-1637441,4608,47%,2166,2017/10/25,中国,东北,七台河,收纳具,胡宣,0.00 ,5,黑龙江,办公用品,公司,2017/10/23
CN-2015-5613673,4938,37%,1826,2015/12/23,中国,东北,肇源,收纳具,徐黎明,0.00 ,5,黑龙江,办公用品,公司,2015/12/19
CN-2018-4200185,5557,8%,444,2018/1/30,中国,东北,抚顺,收纳具,薛立伟,0.00 ,6,辽宁,办公用品,公司,2018/1/25
CN-2018-3241949,305,36%,109,2018/7/27,中国,东北,阿城,收纳具,牛黎明,0.00 ,7,黑龙江,办公用品,公司,2018/7/23
CN-2017-3455141,218,4%,8,2017/7/31,中国,东北,呼兰,标签,巩虢,0.00 ,7,黑龙江,办公用品,公司,2017/7/26
US-2018-4736051,374,7%,25,2018/10/9,中国,东北,鸡西,系固件,贾嫒,0.00 ,7,黑龙江,办公用品,公司,2018/10/7
CN-2016-4433229,996,38%,378,2016/9/13,中国,东北,南岔,装订机,贾嫒,0.00 ,7,黑龙江,办公用品,公司,2016/9/10
CN-2017-1637441,1469,7%,102,2017/10/25,中国,东北,七台河,器具,胡宣,0.00 ,8,黑龙江,办公用品,公司,2017/10/23
CN-2015-2295401,832,13%,107,2015/5/19,中国,东北,大连,纸张,邵黎明,0.00 ,9,辽宁,办公用品,公司,2015/5/17
US-2017-5779998,1018,-23%,-229,2017/8/7,中国,东北,让胡路,美术,余毅,0.20 ,5,黑龙江,办公用品,公司,2017/8/5
US-2017-5779998,782,-19%,-149,2017/8/7,中国,东北,让胡路,美术,余毅,0.20 ,14,黑龙江,办公用品,公司,2017/8/5
US-2018-1933544,375,-47%,-175,2018/6/20,中国,东北,沈阳,器具,邱明,0.40 ,2,辽宁,办公用品,公司,2018/6/18
CN-2015-2508741,482,3%,16,2015/2/21,中国,东北,营口,器具,戴松,0.40 ,2,辽宁,办公用品,公司,2015/2/16
US-2018-1384966,79,-9%,-7,2018/5/30,中国,东北,鞍山,系固件,秦诚,0.40 ,2,辽宁,办公用品,公司,2018/5/28
CN-2018-4200185,283,-7%,-19,2018/1/30,中国,东北,抚顺,装订机,薛立伟,0.40 ,2,辽宁,办公用品,公司,2018/1/25
CN-2016-4150128,71,-4%,-3,2016/11/18,中国,东北,抚顺,装订机,黎雯,0.40 ,2,辽宁,办公用品,公司,2016/11/13
CN-2017-4054371,38,-64%,-24,2017/10/13,中国,东北,朝阳,装订机,杨栋,0.40 ,2,辽宁,办公用品,公司,2017/10/11
CN-2015-2508741,78,-37%,-29,2015/2/21,中国,东北,营口,装订机,戴松,0.40 ,2,辽宁,办公用品,公司,2015/2/16
CN-2015-2508741,25,-27%,-7,2015/2/21,中国,东北,营口,装订机,戴松,0.40 ,2,辽宁,办公用品,公司,2015/2/16
US-2016-4230867,92,-35%,-33,2016/9/24,中国,东北,抚顺,系固件,袁丽华,0.40 ,3,辽宁,办公用品,公司,2016/9/20
CN-2016-4150128,119,-9%,-10,2016/11/18,中国,东北,抚顺,系固件,黎雯,0.40 ,3,辽宁,办公用品,公司,2016/11/13
CN-2018-1141510,87,-34%,-29,2018/12/25,中国,东北,抚顺,装订机,付霖,0.40 ,3,辽宁,办公用品,公司,2018/12/21
CN-2016-4150128,104,17%,17,2016/11/18,中国,东北,抚顺,装订机,黎雯,0.40 ,3,辽宁,办公用品,公司,2016/11/13
US-2018-5320363,421,-25%,-106,2018/10/3,中国,东北,鞍山,装订机,田江丽,0.40 ,3,辽宁,办公用品,公司,2018/10/1
CN-2018-5380288,1145,-20%,-229,2018/11/19,中国,东北,沈阳,器具,彭婉,0.40 ,5,辽宁,办公用品,公司,2018/11/14
CN-2016-4150128,143,-64%,-91,2016/11/18,中国,东北,抚顺,系固件,黎雯,0.40 ,5,辽宁,办公用品,公司,2016/11/13
US-2018-4226799,271,-5%,-14,2018/5/18,中国,东北,大连,用品,杨立勤,0.40 ,7,辽宁,办公用品,公司,2018/5/15
CN-2018-2306215,149,17%,25,2018/7/21,中国,东北,抚顺,装订机,徐虹,0.40 ,7,辽宁,办公用品,公司,2018/7/17
US-2016-3291123,41,-340%,-140,2016/7/14,中国,东北,营口,美术,龙婷,0.80 ,2,辽宁,办公用品,公司,2016/7/11
CN-2016-5869022,69,-245%,-170,2016/3/10,中国,东北,沈阳,美术,秦淑芳,0.80 ,3,辽宁,办公用品,公司,2016/3/6
US-2016-1232384,79,48%,38,2016/6/22,中国,中南,随州,信封,贺兰,0.00 ,1,湖北,办公用品,公司,2016/6/20
CN-2015-4940133,272,16%,43,2015/12/10,中国,中南,乐城,器具,殷珑,0.00 ,1,广东,办公用品,公司,2015/12/8
CN-2017-1391849,247,39%,96,2017/12/8,中国,中南,广州,器具,贺婉,0.00 ,1,广东,办公用品,公司,2017/12/4
CN-2018-5929986,286,27%,77,2018/9/20,中国,中南,珠海,器具,俞蔓楚,0.00 ,1,广东,办公用品,公司,2018/9/15
US-2015-5360498,111,0%,0,2015/10/10,中国,中南,武汉,收纳具,彭博,0.00 ,1,湖北,办公用品,公司,2015/10/6
CN-2018-2166981,224,35%,78,2018/10/30,中国,中南,浯溪,收纳具,范彩,0.00 ,1,湖南,办公用品,公司,2018/10/28
CN-2018-4836537,41,12%,5,2018/8/10,中国,中南,衡阳,标签,刘斯云,0.00 ,1,湖南,办公用品,公司,2018/8/5
CN-2018-4836537,104,36%,37,2018/8/10,中国,中南,衡阳,用品,刘斯云,0.00 ,1,湖南,办公用品,公司,2018/8/5
CN-2018-5629911,77,21%,16,2018/4/5,中国,中南,长沙,用品,施梦,0.00 ,1,湖南,办公用品,公司,2018/4/1
CN-2016-3381572,118,38%,45,2016/5/29,中国,中南,三亚,纸张,毛保,0.00 ,1,海南,办公用品,公司,2016/5/25
CN-2018-5929986,427,28%,119,2018/9/20,中国,中南,珠海,信封,俞蔓楚,0.00 ,2,广东,办公用品,公司,2018/9/15
CN-2018-5223739,151,30%,45,2018/10/22,中国,中南,海口,信封,孟刚,0.00 ,2,海南,办公用品,公司,2018/10/20
US-2016-4092734,125,6%,7,2016/2/20,中国,中南,武汉,信封,付聪,0.00 ,2,湖北,办公用品,公司,2016/2/18
CN-2018-4161431,5306,15%,796,2018/12/12,中国,中南,珠海,器具,施丽丽,0.00 ,2,广东,办公用品,公司,2018/12/10
CN-2018-5247158,457,30%,137,2018/5/3,中国,中南,广州,收纳具,巩嫒,0.00 ,2,广东,办公用品,公司,2018/5/1
US-2015-5555490,184,30%,55,2015/5/9,中国,中南,广州,收纳具,钱珊,0.00 ,2,广东,办公用品,公司,2015/5/6
CN-2017-2292031,1852,46%,852,2017/8/14,中国,中南,洛阳,收纳具,余婵,0.00 ,2,广东,办公用品,公司,2017/8/12
CN-2017-2871844,457,43%,196,2017/7/2,中国,中南,武汉,收纳具,贺婉,0.00 ,2,湖北,办公用品,公司,2017/6/28
CN-2017-5873075,1966,7%,137,2017/10/5,中国,中南,黄石,收纳具,钟宣,0.00 ,2,湖北,办公用品,公司,2017/10/2
CN-2018-4836537,87,36%,31,2018/8/10,中国,中南,衡阳,收纳具,刘斯云,0.00 ,2,湖南,办公用品,公司,2018/8/5
CN-2018-4836537,221,0%,0,2018/8/10,中国,中南,衡阳,收纳具,刘斯云,0.00 ,2,湖南,办公用品,公司,2018/8/5
CN-2017-5792032,107,44%,47,2017/5/10,中国,中南,忻州,标签,宋良,0.00 ,2,湖北,办公用品,公司,2017/5/6
CN-2018-5838362,81,45%,36,2018/12/12,中国,中南,襄樊,标签,孔辉,0.00 ,2,湖北,办公用品,公司,2018/12/10
CN-2016-5784606,78,43%,34,2016/6/4,中国,中南,鄂州,标签,付惠,0.00 ,2,湖北,办公用品,公司,2016/6/2
CN-2016-1231498,261,22%,57,2016/12/12,中国,中南,郑州,用品,徐岱,0.00 ,2,河南,办公用品,公司,2016/12/10
CN-2017-5048976,402,10%,40,2017/11/6,中国,中南,益阳,用品,白立,0.00 ,2,湖南,办公用品,公司,2017/11/4
CN-2017-2505404,259,4%,10,2017/11/7,中国,中南,洛阳,纸张,陈莲,0.00 ,2,广东,办公用品,公司,2017/11/4
CN-2017-2530333,162,24%,39,2017/12/10,中国,中南,开封,纸张,毛芯,0.00 ,2,河南,办公用品,公司,2017/12/6
CN-2016-1398732,286,32%,92,2016/10/1,中国,中南,武汉,纸张,袁平,0.00 ,2,湖北,办公用品,公司,2016/9/27
CN-2017-5873075,279,38%,106,2017/10/5,中国,中南,黄石,纸张,钟宣,0.00 ,2,湖北,办公用品,公司,2017/10/2
CN-2018-3200743,157,38%,59,2018/12/12,中国,中南,长沙,纸张,邱丽雪,0.00 ,2,湖南,办公用品,公司,2018/12/10
CN-2018-5386927,87,26%,22,2018/5/16,中国,中南,阳江,装订机,洪毅,0.00 ,2,广东,办公用品,公司,2018/5/11
CN-2015-3103245,561,22%,123,2015/9/3,中国,中南,蒲圻,信封,段杰,0.00 ,3,湖北,办公用品,公司,2015/8/31
US-2015-4525677,213,32%,68,2015/4/1,中国,中南,浯溪,信封,肖岱,0.00 ,3,湖南,办公用品,公司,2015/3/28
CN-2016-3381572,4216,1%,42,2016/5/29,中国,中南,三亚,器具,毛保,0.00 ,3,海南,办公用品,公司,2016/5/25
CN-2018-4836537,797,24%,191,2018/8/10,中国,中南,衡阳,器具,刘斯云,0.00 ,3,湖南,办公用品,公司,2018/8/5
CN-2015-2964244,810,27%,218,2015/5/11,中国,中南,佛山,收纳具,郭升,0.00 ,3,广东,办公用品,公司,2015/5/9
CN-2015-5601190,685,30%,205,2015/8/6,中国,中南,湘乡,收纳具,常光,0.00 ,3,湖南,办公用品,公司,2015/8/1
CN-2015-5601190,326,3%,10,2015/8/6,中国,中南,湘乡,收纳具,常光,0.00 ,3,湖南,办公用品,公司,2015/8/1
CN-2018-4836537,154,47%,72,2018/8/10,中国,中南,衡阳,标签,刘斯云,0.00 ,3,湖南,办公用品,公司,2018/8/5
CN-2017-5616321,347,23%,79,2017/5/29,中国,中南,钦州,用品,丁妮,0.00 ,3,广西,办公用品,公司,2017/5/27
CN-2017-2203847,391,22%,86,2017/10/21,中国,中南,琼山,用品,冯娜,0.00 ,3,海南,办公用品,公司,2017/10/18
CN-2018-5386927,234,3%,7,2018/5/16,中国,中南,阳江,系固件,洪毅,0.00 ,3,广东,办公用品,公司,2018/5/11
CN-2017-1576836,418,38%,159,2017/12/29,中国,中南,武汉,纸张,叶实,0.00 ,3,湖北,办公用品,公司,2017/12/27
CN-2017-2292031,94,5%,5,2017/8/14,中国,中南,洛阳,装订机,余婵,0.00 ,3,广东,办公用品,公司,2017/8/12
CN-2018-5247158,382,43%,164,2018/5/3,中国,中南,广州,信封,巩嫒,0.00 ,4,广东,办公用品,公司,2018/5/1
CN-2017-3560054,146,41%,59,2017/5/5,中国,中南,广州,信封,谢丽雪,0.00 ,4,广东,办公用品,公司,2017/4/30
CN-2016-3381572,440,25%,110,2016/5/29,中国,中南,三亚,信封,毛保,0.00 ,4,海南,办公用品,公司,2016/5/25
CN-2016-3381572,1063,24%,255,2016/5/29,中国,中南,三亚,器具,毛保,0.00 ,4,海南,办公用品,公司,2016/5/25
CN-2016-5648514,3933,7%,275,2016/1/19,中国,中南,广州,收纳具,徐关茵,0.00 ,4,广东,办公用品,公司,2016/1/17
CN-2018-5247158,202,15%,30,2018/5/3,中国,中南,广州,标签,巩嫒,0.00 ,4,广东,办公用品,公司,2018/5/1
CN-2018-4836537,122,15%,18,2018/8/10,中国,中南,衡阳,标签,刘斯云,0.00 ,4,湖南,办公用品,公司,2018/8/5
CN-2017-2292031,421,12%,50,2017/8/14,中国,中南,洛阳,用品,余婵,0.00 ,4,广东,办公用品,公司,2017/8/12
CN-2018-2444005,264,18%,47,2018/10/11,中国,中南,河源,系固件,秦淑芳,0.00 ,4,广东,办公用品,公司,2018/10/9
CN-2018-4537572,298,4%,12,2018/5/16,中国,中南,钦州,系固件,潘涛,0.00 ,4,广西,办公用品,公司,2018/5/14
CN-2015-3676119,530,9%,48,2015/10/18,中国,中南,钟祥,纸张,巩关茵,0.00 ,4,湖北,办公用品,公司,2015/10/16
CN-2018-3006635,382,9%,34,2018/6/12,中国,中南,吉首,纸张,钱伟,0.00 ,4,湖南,办公用品,公司,2018/6/10
CN-2018-5929986,466,10%,46,2018/9/20,中国,中南,珠海,信封,俞蔓楚,0.00 ,5,广东,办公用品,公司,2018/9/15
CN-2018-5929986,555,50%,277,2018/4/1,中国,中南,武汉,信封,巩虢,0.00 ,5,湖北,办公用品,公司,2018/3/30
CN-2016-2558996,2106,10%,210,2016/7/3,中国,中南,阳江,器具,袁丽华,0.00 ,5,广东,办公用品,公司,2016/6/28
CN-2017-1391849,594,7%,41,2017/12/8,中国,中南,广州,收纳具,贺婉,0.00 ,5,广东,办公用品,公司,2017/12/4
CN-2018-5929986,4764,50%,2381,2018/4/1,中国,中南,武汉,收纳具,巩虢,0.00 ,5,湖北,办公用品,公司,2018/3/30
CN-2017-5873075,1254,40%,501,2017/10/5,中国,中南,黄石,收纳具,钟宣,0.00 ,5,湖北,办公用品,公司,2017/10/2
CN-2015-4870971,3305,40%,1322,2015/1/3,中国,中南,常德,收纳具,邢宁,0.00 ,5,湖南,办公用品,公司,2015/1/1
CN-2017-2292031,577,5%,29,2017/8/14,中国,中南,洛阳,纸张,余婵,0.00 ,5,广东,办公用品,公司,2017/8/12
CN-2015-3103245,694,26%,180,2015/9/3,中国,中南,蒲圻,纸张,段杰,0.00 ,5,湖北,办公用品,公司,2015/8/31
CN-2016-4161431,133,48%,64,2016/8/25,中国,中南,新乡,装订机,麦虹,0.00 ,5,河南,办公用品,公司,2016/8/21
CN-2018-2866628,691,12%,82,2018/8/1,中国,中南,襄樊,信封,吴磊,0.00 ,6,湖北,办公用品,公司,2018/7/27
CN-2017-5873075,242,1%,2,2017/10/5,中国,中南,黄石,标签,钟宣,0.00 ,6,湖北,办公用品,公司,2017/10/2
CN-2015-2964244,287,50%,144,2015/5/11,中国,中南,佛山,用品,郭升,0.00 ,6,广东,办公用品,公司,2015/5/9
CN-2018-1150523,220,34%,75,2018/8/11,中国,中南,肇庆,系固件,钱伟,0.00 ,6,广东,办公用品,公司,2018/8/7
CN-2016-4650370,424,26%,110,2016/12/19,中国,中南,广州,纸张,梁安,0.00 ,6,广东,办公用品,公司,2016/12/17
US-2016-1232384,831,48%,398,2016/6/22,中国,中南,随州,纸张,贺兰,0.00 ,6,湖北,办公用品,公司,2016/6/20
CN-2016-5837615,9795,7%,685,2016/9/9,中国,中南,深圳,器具,佘虢,0.00 ,7,广东,办公用品,公司,2016/9/4
CN-2018-5929986,6482,46%,2981,2018/9/20,中国,中南,珠海,收纳具,俞蔓楚,0.00 ,7,广东,办公用品,公司,2018/9/15
CN-2018-5838362,383,29%,111,2018/12/12,中国,中南,襄樊,标签,孔辉,0.00 ,7,湖北,办公用品,公司,2018/12/10
